salario,gasto_mensal,genero,filhos,escolaridade,imovel,empreendedor,perfil
1446,1176,f,4,Fundamental Completo,SIM,Não,Não Investidor
19003,7310,m,3,Pós graduado,SIM,SIM,Agressivo
3508,2162,f,4,Médio Incompleto,Não,Não,Não Investidor
18550,8905,m,0,Superior Completo,Não,SIM,Agressivo
16460,12078,f,2,Pós graduado,Não,Não,Moderado
7752,6271,f,3,Superior Completo,SIM,Não,Conservador
4069,1252,m,5,Médio Completo,Não,SIM,Não Investidor
3906,3871,f,3,Fundamental Completo,SIM,SIM,Não Investidor
4198,1819,f,4,Superior Incompleto,Não,SIM,Não Investidor
24750,5468,m,1,Pós graduado,SIM,SIM,Agressivo
4082,3298,m,5,Fundamental Incompleto,Não,SIM,Não Investidor
8035,1148,m,2,Superior Incompleto,Não,SIM,Conservador
12990,11108,n,1,Superior Completo,Não,SIM,Moderado
20368,5702,m,3,Superior Completo,SIM,SIM,Agressivo
11311,7819,f,3,Superior Completo,Não,SIM,Moderado
2518,1275,n,5,Superior Incompleto,SIM,Não,Não Investidor
5350,2108,n,5,Superior Completo,SIM,SIM,Conservador
10257,9252,m,3,Fundamental Completo,SIM,SIM,Agressivo
2188,1055,m,2,Superior Incompleto,SIM,Não,Não Investidor
2416,1815,n,4,Médio Completo,Não,SIM,Não Investidor
15566,9144,m,3,Pós graduado,Não,Não,Agressivo
3006,1278,f,2,Médio Completo,Não,SIM,Não Investidor
3500,1971,n,5,Médio Completo,SIM,SIM,Não Investidor
4077,3137,m,3,Médio Incompleto,Não,Não,Não Investidor
22909,5100,m,0,Superior Completo,SIM,SIM,Agressivo
1346,1335,f,2,Fundamental Incompleto,Não,SIM,Não Investidor
15682,6310,f,0,Pós graduado,SIM,SIM,Agressivo
2307,1294,m,3,Fundamental Incompleto,SIM,SIM,Não Investidor
8412,5876,m,2,Pós graduado,Não,SIM,Moderado
4722,2724,n,2,Superior Incompleto,Não,Não,Não Investidor
9247,2421,f,5,Pós graduado,SIM,Não,Conservador
12535,5634,m,1,Superior Incompleto,Não,SIM,Moderado
16384,5352,m,2,Superior Completo,Não,SIM,Moderado
1737,1093,m,3,Superior Incompleto,Não,SIM,Não Investidor
4451,3627,f,4,Fundamental Completo,SIM,SIM,Não Investidor
15996,12885,m,2,Pós graduado,Não,SIM,Moderado
1591,1446,f,4,Superior Incompleto,Não,Não,Conservador
1714,1116,f,5,Médio Completo,Não,SIM,Conservador
1924,1716,m,2,Médio Completo,Não,Não,Não Investidor
1442,1298,m,3,Fundamental Incompleto,SIM,Não,Não Investidor
9610,5206,m,2,Pós graduado,SIM,Não,Moderado
20565,7372,m,1,Superior Completo,Não,Não,Agressivo
1964,1184,f,5,Fundamental Completo,Não,Não,Não Investidor
15746,8655,m,2,Pós graduado,SIM,SIM,Agressivo
9909,8925,f,3,Pós graduado,SIM,SIM,Conservador
1731,1527,m,3,Fundamental Incompleto,Não,SIM,Não Investidor
5960,4068,m,3,Pós graduado,Não,SIM,Conservador
12632,11945,n,2,Pós graduado,SIM,SIM,Moderado
2698,2021,f,2,Fundamental Completo,Não,Não,Não Investidor
3338,1692,m,4,Médio Incompleto,SIM,Não,Não Investidor
7973,5756,m,5,Médio Completo,SIM,SIM,Conservador
7882,5145,m,5,Médio Completo,SIM,SIM,Conservador
20262,6288,f,1,Pós graduado,SIM,Não,Agressivo
13319,7257,m,2,Superior Completo,Não,Não,Moderado
20985,8297,m,1,Pós graduado,SIM,Não,Agressivo
3660,1510,f,3,Superior Completo,Não,Não,Conservador
8093,4063,m,4,Pós graduado,Não,SIM,Conservador
3683,2987,f,5,Fundamental Completo,Não,SIM,Não Investidor
3331,3185,m,2,Superior Incompleto,SIM,Não,Conservador
2448,1091,f,2,Pós graduado,Não,SIM,Conservador
1169,1057,f,4,Fundamental Incompleto,SIM,SIM,Não Investidor
6572,4330,f,2,Superior Incompleto,SIM,Não,Conservador
15703,8304,m,2,Superior Completo,Não,SIM,Moderado
15062,9981,m,3,Pós graduado,Não,Não,Agressivo
22478,9958,m,1,Pós graduado,SIM,Não,Agressivo
13605,9843,m,5,Fundamental Incompleto,Não,SIM,Moderado
15099,10071,n,2,Pós graduado,Não,SIM,Moderado
7969,1947,f,2,Superior Completo,Não,SIM,Conservador
9659,3623,f,2,Superior Incompleto,SIM,SIM,Conservador
18940,8690,f,0,Pós graduado,SIM,SIM,Agressivo
12882,11616,m,2,Superior Completo,Não,SIM,Moderado
12627,11237,m,2,Superior Incompleto,SIM,Não,Moderado
13490,8168,n,2,Superior Incompleto,SIM,Não,Moderado
9142,7084,f,2,Superior Completo,Não,Não,Moderado
18764,6332,m,0,Superior Completo,Não,Não,Agressivo
3364,3146,n,5,Médio Incompleto,SIM,SIM,Não Investidor
19040,6846,m,2,Pós graduado,Não,SIM,Agressivo
8409,6720,f,2,Pós graduado,SIM,SIM,Moderado
16826,11751,m,2,Superior Incompleto,Não,Não,Moderado
4731,1942,f,3,Fundamental Completo,Não,SIM,Não Investidor
1606,1016,n,3,Médio Completo,Não,SIM,Conservador
3801,1920,m,3,Superior Completo,Não,SIM,Conservador
2148,1070,m,4,Médio Completo,SIM,SIM,Conservador
12516,2020,m,0,Fundamental Incompleto,Não,Não,Conservador
1591,1288,m,5,Médio Completo,SIM,SIM,Não Investidor
3142,3001,m,2,Fundamental Completo,SIM,Não,Não Investidor
1722,1711,f,2,Fundamental Completo,Não,SIM,Não Investidor
16766,5706,f,1,Superior Completo,Não,SIM,Agressivo
9289,8560,f,5,Superior Completo,SIM,SIM,Conservador
15475,8915,m,0,Superior Completo,SIM,Não,Agressivo
16105,7584,m,2,Superior Completo,SIM,SIM,Moderado
1489,1168,f,5,Médio Completo,Não,Não,Não Investidor
3143,2824,f,5,Médio Incompleto,Não,Não,Não Investidor
5703,4148,m,4,Médio Completo,Não,SIM,Conservador
3281,2374,m,3,Superior Incompleto,SIM,SIM,Não Investidor
5343,3675,f,4,Superior Incompleto,SIM,Não,Conservador
11828,10400,n,2,Superior Incompleto,Não,SIM,Moderado
15536,14907,m,1,Pós graduado,Não,Não,Moderado
1792,1764,m,4,Fundamental Completo,SIM,SIM,Não Investidor
3670,1897,m,4,Superior Completo,SIM,SIM,Conservador
3762,3476,m,5,Fundamental Incompleto,SIM,Não,Não Investidor
4417,3094,f,5,Fundamental Completo,Não,Não,Não Investidor
21141,8874,m,2,Pós graduado,Não,Não,Agressivo
22321,8087,m,0,Pós graduado,SIM,Não,Agressivo
2518,1227,m,3,Superior Completo,SIM,SIM,Conservador
16946,14519,m,2,Pós graduado,Não,Não,Moderado
9747,2404,m,5,Fundamental Completo,SIM,SIM,Moderado
18709,7448,n,3,Pós graduado,Não,Não,Agressivo
11134,9398,f,2,Pós graduado,Não,SIM,Moderado
11298,6907,m,2,Superior Incompleto,SIM,SIM,Moderado
8305,2429,m,4,Superior Completo,SIM,Não,Conservador
15703,6047,m,1,Superior Completo,SIM,SIM,Agressivo
12852,5550,m,1,Superior Incompleto,SIM,Não,Moderado
5820,2256,m,3,Superior Incompleto,SIM,SIM,Conservador
11018,6542,m,1,Superior Incompleto,SIM,SIM,Moderado
10255,5139,m,2,Superior Completo,SIM,SIM,Moderado
16229,10144,f,1,Pós graduado,SIM,SIM,Moderado
1648,1519,f,3,Fundamental Completo,SIM,Não,Não Investidor
1392,1265,f,5,Superior Incompleto,SIM,Não,Conservador
8365,7751,f,2,Pós graduado,Não,SIM,Moderado
1771,1374,m,2,Superior Completo,Não,Não,Conservador
22209,6664,m,0,Superior Completo,SIM,SIM,Agressivo
2277,1316,m,5,Superior Incompleto,SIM,SIM,Não Investidor
1995,1744,n,5,Superior Incompleto,SIM,SIM,Conservador
11496,10759,m,2,Pós graduado,SIM,Não,Moderado
12938,12306,m,1,Superior Completo,Não,Não,Moderado
9007,5609,f,1,Fundamental Incompleto,SIM,SIM,Agressivo
1418,946,m,5,Superior Incompleto,Não,SIM,Conservador
21626,8444,f,0,Pós graduado,Não,Não,Agressivo
8401,8245,m,5,Superior Incompleto,Não,Não,Conservador
3972,3932,n,2,Fundamental Completo,Não,SIM,Não Investidor
6457,1475,f,2,Pós graduado,Não,Não,Conservador
4501,1661,f,5,Superior Incompleto,SIM,SIM,Conservador
3972,1048,f,3,Superior Incompleto,Não,Não,Não Investidor
1255,1222,f,2,Fundamental Incompleto,Não,SIM,Não Investidor
23445,7506,f,0,Pós graduado,SIM,SIM,Agressivo
22597,7237,m,2,Pós graduado,Não,Não,Agressivo
22056,7354,m,1,Superior Completo,SIM,Não,Agressivo
21805,8166,m,0,Superior Completo,SIM,Não,Agressivo
1608,1421,m,2,Médio Incompleto,SIM,Não,Não Investidor
19633,5595,m,1,Superior Completo,SIM,SIM,Agressivo
9730,4492,m,5,Pós graduado,Não,SIM,Moderado
9404,5591,m,1,Superior Completo,SIM,SIM,Moderado
15078,7346,m,1,Pós graduado,SIM,Não,Agressivo
12587,5930,m,2,Superior Completo,SIM,Não,Conservador
12561,3066,f,2,Superior Incompleto,Não,SIM,Não Investidor
16385,5788,n,0,Pós graduado,Não,SIM,Agressivo
4572,1294,m,5,Médio Completo,SIM,SIM,Conservador
3125,2285,m,2,Médio Completo,Não,Não,Não Investidor
6607,5044,m,5,Médio Completo,Não,SIM,Conservador
1971,1106,m,2,Fundamental Completo,Não,Não,Não Investidor
9756,4136,f,2,Superior Incompleto,Não,SIM,Conservador
15969,14110,m,1,Superior Completo,SIM,SIM,Moderado
12215,11684,f,1,Superior Incompleto,SIM,Não,Moderado
18227,6179,m,2,Superior Completo,Não,Não,Agressivo
8451,1839,f,4,Superior Completo,SIM,Não,Conservador
7295,5988,f,5,Médio Completo,Não,SIM,Conservador
8916,8120,f,4,Médio Completo,Não,Não,Conservador
3173,2303,f,5,Médio Completo,SIM,SIM,Conservador
2911,2360,m,3,Médio Completo,Não,Não,Conservador
3409,1513,f,5,Superior Incompleto,SIM,Não,Não Investidor
5541,4573,m,5,Superior Completo,SIM,SIM,Conservador
15860,9455,f,1,Superior Completo,Não,Não,Moderado
16433,6858,m,3,Superior Completo,Não,SIM,Agressivo
8529,1507,m,3,Superior Completo,Não,Não,Conservador
5850,3389,f,2,Superior Incompleto,SIM,SIM,Conservador
4837,4021,f,4,Médio Completo,SIM,SIM,Conservador
18949,8833,f,2,Superior Completo,SIM,SIM,Agressivo
21625,8794,m,3,Pós graduado,SIM,SIM,Agressivo
16511,7378,n,0,Superior Completo,SIM,SIM,Agressivo
4088,3305,n,2,Pós graduado,SIM,Não,Conservador
8209,5057,m,2,Superior Completo,Não,Não,Conservador
5215,4687,n,5,Médio Completo,Não,SIM,Conservador
20371,5956,f,2,Superior Completo,SIM,Não,Agressivo
16960,9180,f,1,Superior Completo,SIM,Não,Agressivo
6077,3214,m,3,Médio Completo,Não,Não,Conservador
